,concept:name,lifecycle:transition,org:resource,time:timestamp,Activity,Resource,org:group,case:concept:name,case:variant,case:variant-index,case:creator
6312,Queued-Awaiting Assignment,complete,Anson-Org line A2,2012-04-19 05:58:07+00:00,Queued-Awaiting Assignment,Anson,Org line A2,1-722688743,Variant 5,5,Fluxicon Disco
6313,Accepted-In Progress,complete,Anson-Org line A2,2012-05-24 03:31:28+00:00,Accepted-In Progress,Anson,Org line A2,1-722688743,Variant 5,5,Fluxicon Disco
6314,Completed-Closed,complete,Anson-Org line A2,2012-05-24 03:31:54+00:00,Completed-Closed,Anson,Org line A2,1-722688743,Variant 5,5,Fluxicon Disco
6315,Accepted-In Progress,complete,Peter-Org line C,2012-04-19 07:15:21+00:00,Accepted-In Progress,Peter,Org line C,1-726517211,Variant 318,318,Fluxicon Disco
6316,Accepted-In Progress,complete,Peter-Org line C,2012-04-19 07:15:49+00:00,Accepted-In Progress,Peter,Org line C,1-726517211,Variant 318,318,Fluxicon Disco
6317,Queued-Awaiting Assignment,complete,Peter-Org line C,2012-04-19 07:16:09+00:00,Queued-Awaiting Assignment,Peter,Org line C,1-726517211,Variant 318,318,Fluxicon Disco
6318,Accepted-In Progress,complete,Peter-Org line C,2012-04-19 07:16:24+00:00,Accepted-In Progress,Peter,Org line C,1-726517211,Variant 318,318,Fluxicon Disco
6319,Queued-Awaiting Assignment,complete,Peter-Org line C,2012-04-19 07:18:34+00:00,Queued-Awaiting Assignment,Peter,Org line C,1-726517211,Variant 318,318,Fluxicon Disco
6320,Accepted-Assigned,complete,Patrik-Org line C,2012-04-20 12:10:12+00:00,Accepted-Assigned,Patrik,Org line C,1-726517211,Variant 318,318,Fluxicon Disco
6321,Accepted-Assigned,complete,Raphael-Org line C,2012-05-08 08:41:56+00:00,Accepted-Assigned,Raphael,Org line C,1-726517211,Variant 318,318,Fluxicon Disco
6322,Accepted-In Progress,complete,Patrik-Org line C,2012-05-09 09:50:00+00:00,Accepted-In Progress,Patrik,Org line C,1-726517211,Variant 318,318,Fluxicon Disco
6323,Completed-Closed,complete,Patrik-Org line C,2012-05-09 09:50:05+00:00,Completed-Closed,Patrik,Org line C,1-726517211,Variant 318,318,Fluxicon Disco
6324,Accepted-In Progress,complete,Lars-Org line C,2012-04-19 11:36:37+00:00,Accepted-In Progress,Lars,Org line C,1-726760342,Variant 3,3,Fluxicon Disco
6325,Accepted-Wait,complete,Lars-Org line C,2012-04-19 11:37:20+00:00,Accepted-Wait,Lars,Org line C,1-726760342,Variant 3,3,Fluxicon Disco
6326,Completed-Closed,complete,Lars-Org line C,2012-05-24 09:41:39+00:00,Completed-Closed,Lars,Org line C,1-726760342,Variant 3,3,Fluxicon Disco
6327,Accepted-In Progress,complete,Miroslaw-Org line A2,2012-04-19 12:31:06+00:00,Accepted-In Progress,Miroslaw,Org line A2,1-726808501,Variant 1,1,Fluxicon Disco
6328,Completed-Closed,complete,Miroslaw-Org line A2,2012-05-23 14:56:52+00:00,Completed-Closed,Miroslaw,Org line A2,1-726808501,Variant 1,1,Fluxicon Disco
6329,Accepted-In Progress,complete,Tarun-Org line C,2012-04-20 11:01:51+00:00,Accepted-In Progress,Tarun,Org line C,1-728461114,Variant 3,3,Fluxicon Disco
6330,Accepted-Wait,complete,Tarun-Org line C,2012-05-07 13:41:58+00:00,Accepted-Wait,Tarun,Org line C,1-728461114,Variant 3,3,Fluxicon Disco
6331,Completed-Closed,complete,Tarun-Org line C,2012-05-18 19:14:41+00:00,Completed-Closed,Tarun,Org line C,1-728461114,Variant 3,3,Fluxicon Disco
6332,Accepted-In Progress,complete,Åsa-Org line A2,2012-04-20 12:04:29+00:00,Accepted-In Progress,Åsa,Org line A2,1-728470722,Variant 319,319,Fluxicon Disco
6333,Accepted-Assigned,complete,Åsa-Org line A2,2012-04-20 12:05:30+00:00,Accepted-Assigned,Åsa,Org line A2,1-728470722,Variant 319,319,Fluxicon Disco
6334,Queued-Awaiting Assignment,complete,Jaroslaw-Org line A2,2012-04-20 12:32:59+00:00,Queued-Awaiting Assignment,Jaroslaw,Org line A2,1-728470722,Variant 319,319,Fluxicon Disco
6335,Queued-Awaiting Assignment,complete,Hongjae-Org line A2,2012-04-20 13:01:19+00:00,Queued-Awaiting Assignment,Hongjae,Org line A2,1-728470722,Variant 319,319,Fluxicon Disco
6336,Accepted-Assigned,complete,Avinash-Org line A2,2012-04-22 23:06:25+00:00,Accepted-Assigned,Avinash,Org line A2,1-728470722,Variant 319,319,Fluxicon Disco
6337,Queued-Awaiting Assignment,complete,Jenny-Org line A2,2012-04-23 05:24:33+00:00,Queued-Awaiting Assignment,Jenny,Org line A2,1-728470722,Variant 319,319,Fluxicon Disco
6338,Accepted-In Progress,complete,Jenny-Org line A2,2012-05-09 11:15:12+00:00,Accepted-In Progress,Jenny,Org line A2,1-728470722,Variant 319,319,Fluxicon Disco
6339,Accepted-Assigned,complete,Åsa-Org line A2,2012-05-09 11:15:37+00:00,Accepted-Assigned,Åsa,Org line A2,1-728470722,Variant 319,319,Fluxicon Disco
6340,Accepted-In Progress,complete,Åsa-Org line A2,2012-05-29 12:18:15+00:00,Accepted-In Progress,Åsa,Org line A2,1-728470722,Variant 319,319,Fluxicon Disco
6341,Completed-Closed,complete,Åsa-Org line A2,2012-05-30 07:44:57+00:00,Completed-Closed,Åsa,Org line A2,1-728470722,Variant 319,319,Fluxicon Disco
6342,Accepted-In Progress,complete,Jörgen-Org line A2,2012-04-20 15:32:44+00:00,Accepted-In Progress,Jörgen,Org line A2,1-728649379,Variant 1,1,Fluxicon Disco
6343,Completed-Closed,complete,Jörgen-Org line A2,2012-04-20 15:47:59+00:00,Completed-Closed,Jörgen,Org line A2,1-728649379,Variant 1,1,Fluxicon Disco
6344,Queued-Awaiting Assignment,complete,Jonas-Org line C,2012-04-20 16:03:47+00:00,Queued-Awaiting Assignment,Jonas,Org line C,1-728630851,Variant 320,320,Fluxicon Disco
6345,Accepted-Assigned,complete,Jonas-Org line C,2012-04-23 13:57:50+00:00,Accepted-Assigned,Jonas,Org line C,1-728630851,Variant 320,320,Fluxicon Disco
6346,Queued-Awaiting Assignment,complete,Robert-Org line C,2012-05-09 11:26:56+00:00,Queued-Awaiting Assignment,Robert,Org line C,1-728630851,Variant 320,320,Fluxicon Disco
6347,Accepted-In Progress,complete,Christy-Org line C,2012-05-11 20:12:07+00:00,Accepted-In Progress,Christy,Org line C,1-728630851,Variant 320,320,Fluxicon Disco
6348,Completed-Closed,complete,Christy-Org line C,2012-05-11 20:14:03+00:00,Completed-Closed,Christy,Org line C,1-728630851,Variant 320,320,Fluxicon Disco
6349,Accepted-In Progress,complete,Stephen-Org line C,2012-04-20 16:13:58+00:00,Accepted-In Progress,Stephen,Org line C,1-728641711,Variant 5,5,Fluxicon Disco
6350,Queued-Awaiting Assignment,complete,Stephen-Org line C,2012-04-20 16:26:35+00:00,Queued-Awaiting Assignment,Stephen,Org line C,1-728641711,Variant 5,5,Fluxicon Disco
6351,Accepted-In Progress,complete,Stephen-Org line C,2012-04-23 18:26:56+00:00,Accepted-In Progress,Stephen,Org line C,1-728641711,Variant 5,5,Fluxicon Disco
6352,Completed-Closed,complete,Stephen-Org line C,2012-05-14 12:51:02+00:00,Completed-Closed,Stephen,Org line C,1-728641711,Variant 5,5,Fluxicon Disco
6353,Accepted-In Progress,complete,Shin-Org line C,2012-04-23 07:29:47+00:00,Accepted-In Progress,Shin,Org line C,1-729440922,Variant 1,1,Fluxicon Disco
6354,Completed-Closed,complete,Shin-Org line C,2012-04-25 09:20:11+00:00,Completed-Closed,Shin,Org line C,1-729440922,Variant 1,1,Fluxicon Disco
6355,Accepted-In Progress,complete,Klas-Org line C,2012-04-23 08:11:42+00:00,Accepted-In Progress,Klas,Org line C,1-729423803,Variant 1,1,Fluxicon Disco
6356,Completed-Closed,complete,Klas-Org line C,2012-05-24 11:24:32+00:00,Completed-Closed,Klas,Org line C,1-729423803,Variant 1,1,Fluxicon Disco
6357,Accepted-In Progress,complete,Maria-Org line A2,2012-04-23 13:24:45+00:00,Accepted-In Progress,Maria,Org line A2,1-729711756,Variant 1,1,Fluxicon Disco
6358,Completed-Closed,complete,Maria-Org line A2,2012-05-09 15:27:57+00:00,Completed-Closed,Maria,Org line A2,1-729711756,Variant 1,1,Fluxicon Disco
6359,Accepted-In Progress,complete,Pai-Org line C,2012-04-23 14:04:18+00:00,Accepted-In Progress,Pai,Org line C,1-729635576,Variant 1,1,Fluxicon Disco
6360,Completed-Closed,complete,Pai-Org line C,2012-05-18 10:11:18+00:00,Completed-Closed,Pai,Org line C,1-729635576,Variant 1,1,Fluxicon Disco
6361,Accepted-In Progress,complete,Ewa-Org line G3,2012-04-23 14:56:04+00:00,Accepted-In Progress,Ewa,Org line G3,1-729826369,Variant 1,1,Fluxicon Disco
6362,Completed-Closed,complete,Ewa-Org line G3,2012-04-23 14:59:57+00:00,Completed-Closed,Ewa,Org line G3,1-729826369,Variant 1,1,Fluxicon Disco
6363,Accepted-In Progress,complete,Kåre-Org line C,2012-04-23 16:15:33+00:00,Accepted-In Progress,Kåre,Org line C,1-729966151,Variant 1,1,Fluxicon Disco
6364,Completed-Closed,complete,Kåre-Org line C,2012-05-03 13:46:11+00:00,Completed-Closed,Kåre,Org line C,1-729966151,Variant 1,1,Fluxicon Disco
6365,Queued-Awaiting Assignment,complete,Vesa-Org line C,2012-04-23 22:48:09+00:00,Queued-Awaiting Assignment,Vesa,Org line C,1-730084841,Variant 8,8,Fluxicon Disco
6366,Accepted-In Progress,complete,Himanshu-Org line C,2012-04-23 23:08:35+00:00,Accepted-In Progress,Himanshu,Org line C,1-730084841,Variant 8,8,Fluxicon Disco
6367,Completed-Closed,complete,Himanshu-Org line C,2012-04-23 23:09:14+00:00,Completed-Closed,Himanshu,Org line C,1-730084841,Variant 8,8,Fluxicon Disco
6368,Accepted-In Progress,complete,Vesa-Org line C,2012-04-23 23:05:25+00:00,Accepted-In Progress,Vesa,Org line C,1-730084875,Variant 5,5,Fluxicon Disco
6369,Queued-Awaiting Assignment,complete,Vesa-Org line C,2012-04-23 23:06:50+00:00,Queued-Awaiting Assignment,Vesa,Org line C,1-730084875,Variant 5,5,Fluxicon Disco
6370,Accepted-In Progress,complete,Björn-Org line C,2012-04-24 08:15:22+00:00,Accepted-In Progress,Björn,Org line C,1-730084875,Variant 5,5,Fluxicon Disco
6371,Completed-Closed,complete,Björn-Org line C,2012-05-02 15:23:13+00:00,Completed-Closed,Björn,Org line C,1-730084875,Variant 5,5,Fluxicon Disco
6372,Accepted-In Progress,complete,Ewa-Org line G3,2012-04-24 09:49:59+00:00,Accepted-In Progress,Ewa,Org line G3,1-730644447,Variant 1,1,Fluxicon Disco
6373,Completed-Closed,complete,Ewa-Org line G3,2012-04-24 09:55:03+00:00,Completed-Closed,Ewa,Org line G3,1-730644447,Variant 1,1,Fluxicon Disco
6374,Accepted-In Progress,complete,Kamal-Org line C,2012-04-24 13:09:13+00:00,Accepted-In Progress,Kamal,Org line C,1-730923421,Variant 3,3,Fluxicon Disco
6375,Accepted-Wait,complete,Kamal-Org line C,2012-04-24 13:09:47+00:00,Accepted-Wait,Kamal,Org line C,1-730923421,Variant 3,3,Fluxicon Disco
6376,Completed-Closed,complete,Kamal-Org line C,2012-05-10 15:56:14+00:00,Completed-Closed,Kamal,Org line C,1-730923421,Variant 3,3,Fluxicon Disco
6377,Accepted-In Progress,complete,Jörgen-Org line A2,2012-04-24 13:46:35+00:00,Accepted-In Progress,Jörgen,Org line A2,1-730961258,Variant 1,1,Fluxicon Disco
6378,Completed-Closed,complete,Jörgen-Org line A2,2012-05-08 06:38:40+00:00,Completed-Closed,Jörgen,Org line A2,1-730961258,Variant 1,1,Fluxicon Disco
6379,Accepted-In Progress,complete,Bikshamaiah-Org line C,2012-04-25 08:34:38+00:00,Accepted-In Progress,Bikshamaiah,Org line C,1-731792664,Variant 1,1,Fluxicon Disco
6380,Completed-Closed,complete,Bikshamaiah-Org line C,2012-04-25 09:24:33+00:00,Completed-Closed,Bikshamaiah,Org line C,1-731792664,Variant 1,1,Fluxicon Disco
6381,Accepted-In Progress,complete,Bikshamaiah-Org line C,2012-04-25 08:50:00+00:00,Accepted-In Progress,Bikshamaiah,Org line C,1-731908702,Variant 4,4,Fluxicon Disco
6382,Accepted-In Progress,complete,Bikshamaiah-Org line C,2012-04-25 09:23:14+00:00,Accepted-In Progress,Bikshamaiah,Org line C,1-731908702,Variant 4,4,Fluxicon Disco
6383,Completed-Closed,complete,Bikshamaiah-Org line C,2012-04-30 10:29:39+00:00,Completed-Closed,Bikshamaiah,Org line C,1-731908702,Variant 4,4,Fluxicon Disco
6384,Accepted-In Progress,complete,--Org line C,2012-04-25 14:51:48+00:00,Accepted-In Progress,-,Org line C,1-732289301,Variant 40,40,Fluxicon Disco
6385,Queued-Awaiting Assignment,complete,--Org line C,2012-04-25 15:01:56+00:00,Queued-Awaiting Assignment,-,Org line C,1-732289301,Variant 40,40,Fluxicon Disco
6386,Accepted-In Progress,complete,Anith-Org line C,2012-04-25 15:06:02+00:00,Accepted-In Progress,Anith,Org line C,1-732289301,Variant 40,40,Fluxicon Disco
6387,Accepted-In Progress,complete,Hemanth-Org line C,2012-04-25 15:08:42+00:00,Accepted-In Progress,Hemanth,Org line C,1-732289301,Variant 40,40,Fluxicon Disco
6388,Accepted-Assigned,complete,Rajkishore-Org line C,2012-04-25 16:05:30+00:00,Accepted-Assigned,Rajkishore,Org line C,1-732289301,Variant 40,40,Fluxicon Disco
6389,Accepted-In Progress,complete,Rajkishore-Org line C,2012-05-22 12:24:08+00:00,Accepted-In Progress,Rajkishore,Org line C,1-732289301,Variant 40,40,Fluxicon Disco
6390,Completed-Closed,complete,Rajkishore-Org line C,2012-05-22 12:24:42+00:00,Completed-Closed,Rajkishore,Org line C,1-732289301,Variant 40,40,Fluxicon Disco
6391,Accepted-In Progress,complete,Rohit-Org line C,2012-04-25 16:18:15+00:00,Accepted-In Progress,Rohit,Org line C,1-732357301,Variant 7,7,Fluxicon Disco
6392,Accepted-Wait,complete,Rohit-Org line C,2012-04-25 16:59:52+00:00,Accepted-Wait,Rohit,Org line C,1-732357301,Variant 7,7,Fluxicon Disco
6393,Accepted-In Progress,complete,Rohit-Org line C,2012-05-14 11:05:13+00:00,Accepted-In Progress,Rohit,Org line C,1-732357301,Variant 7,7,Fluxicon Disco
6394,Completed-Closed,complete,Rohit-Org line C,2012-05-14 12:27:02+00:00,Completed-Closed,Rohit,Org line C,1-732357301,Variant 7,7,Fluxicon Disco
6395,Accepted-In Progress,complete,Michal-Org line A2,2012-04-26 11:19:24+00:00,Accepted-In Progress,Michal,Org line A2,1-733169018,Variant 1,1,Fluxicon Disco
6396,Completed-Closed,complete,Michal-Org line A2,2012-05-14 11:16:48+00:00,Completed-Closed,Michal,Org line A2,1-733169018,Variant 1,1,Fluxicon Disco
6397,Accepted-In Progress,complete,Dweep-Org line C,2012-04-26 13:59:06+00:00,Accepted-In Progress,Dweep,Org line C,1-733336456,Variant 4,4,Fluxicon Disco
6398,Accepted-In Progress,complete,Dweep-Org line C,2012-05-07 07:19:47+00:00,Accepted-In Progress,Dweep,Org line C,1-733336456,Variant 4,4,Fluxicon Disco
6399,Completed-Closed,complete,Dweep-Org line C,2012-05-23 10:56:40+00:00,Completed-Closed,Dweep,Org line C,1-733336456,Variant 4,4,Fluxicon Disco
6400,Accepted-In Progress,complete,Edward-Org line C,2012-04-26 16:37:17+00:00,Accepted-In Progress,Edward,Org line C,1-733451291,Variant 1,1,Fluxicon Disco
6401,Completed-Closed,complete,Edward-Org line C,2012-04-26 16:39:25+00:00,Completed-Closed,Edward,Org line C,1-733451291,Variant 1,1,Fluxicon Disco
6402,Accepted-In Progress,complete,Prasad-Org line C,2012-04-27 04:41:52+00:00,Accepted-In Progress,Prasad,Org line C,1-733649220,Variant 5,5,Fluxicon Disco
6403,Queued-Awaiting Assignment,complete,Prasad-Org line C,2012-04-27 04:45:17+00:00,Queued-Awaiting Assignment,Prasad,Org line C,1-733649220,Variant 5,5,Fluxicon Disco
6404,Accepted-In Progress,complete,Varun-Org line C,2012-04-27 06:33:50+00:00,Accepted-In Progress,Varun,Org line C,1-733649220,Variant 5,5,Fluxicon Disco
6405,Completed-Closed,complete,Varun-Org line C,2012-04-27 11:44:06+00:00,Completed-Closed,Varun,Org line C,1-733649220,Variant 5,5,Fluxicon Disco
6406,Queued-Awaiting Assignment,complete,Srinivasan-Org line B,2012-04-27 08:01:45+00:00,Queued-Awaiting Assignment,Srinivasan,Org line B,1-733562890,Variant 321,321,Fluxicon Disco
6407,Accepted-In Progress,complete,Rijin-Org line B,2012-04-27 09:08:12+00:00,Accepted-In Progress,Rijin,Org line B,1-733562890,Variant 321,321,Fluxicon Disco
6408,Queued-Awaiting Assignment,complete,Tomas-Org line C,2012-04-30 13:24:09+00:00,Queued-Awaiting Assignment,Tomas,Org line C,1-733562890,Variant 321,321,Fluxicon Disco
6409,Accepted-In Progress,complete,Kenneth-Org line C,2012-04-30 14:09:45+00:00,Accepted-In Progress,Kenneth,Org line C,1-733562890,Variant 321,321,Fluxicon Disco
6410,Accepted-Wait,complete,Kenneth-Org line C,2012-05-09 13:03:01+00:00,Accepted-Wait,Kenneth,Org line C,1-733562890,Variant 321,321,Fluxicon Disco
6411,Accepted-In Progress,complete,Tomas-Org line C,2012-05-23 12:55:27+00:00,Accepted-In Progress,Tomas,Org line C,1-733562890,Variant 321,321,Fluxicon Disco
6412,Completed-Closed,complete,Tomas-Org line C,2012-05-23 12:56:10+00:00,Completed-Closed,Tomas,Org line C,1-733562890,Variant 321,321,Fluxicon Disco
6413,Accepted-In Progress,complete,Bjarne-Org line C,2012-04-27 12:34:05+00:00,Accepted-In Progress,Bjarne,Org line C,1-734921423,Variant 1,1,Fluxicon Disco
6414,Completed-Closed,complete,Bjarne-Org line C,2012-05-08 13:02:28+00:00,Completed-Closed,Bjarne,Org line C,1-734921423,Variant 1,1,Fluxicon Disco
6415,Accepted-In Progress,complete,Ewa-Org line G3,2012-04-27 12:51:08+00:00,Accepted-In Progress,Ewa,Org line G3,1-734831769,Variant 1,1,Fluxicon Disco
6416,Completed-Closed,complete,Ewa-Org line G3,2012-04-27 13:05:37+00:00,Completed-Closed,Ewa,Org line G3,1-734831769,Variant 1,1,Fluxicon Disco
6417,Accepted-In Progress,complete,Ewa-Org line G3,2012-04-28 01:18:10+00:00,Accepted-In Progress,Ewa,Org line G3,1-735265367,Variant 1,1,Fluxicon Disco
6418,Completed-Closed,complete,Ewa-Org line G3,2012-04-28 01:20:33+00:00,Completed-Closed,Ewa,Org line G3,1-735265367,Variant 1,1,Fluxicon Disco
6419,Accepted-In Progress,complete,Ewa-Org line G3,2012-04-28 01:45:24+00:00,Accepted-In Progress,Ewa,Org line G3,1-735265425,Variant 1,1,Fluxicon Disco
6420,Completed-Closed,complete,Ewa-Org line G3,2012-04-28 01:48:03+00:00,Completed-Closed,Ewa,Org line G3,1-735265425,Variant 1,1,Fluxicon Disco
6421,Accepted-In Progress,complete,Niklas-Org line C,2012-04-28 10:17:13+00:00,Accepted-In Progress,Niklas,Org line C,1-735185827,Variant 6,6,Fluxicon Disco
6422,Accepted-Assigned,complete,Niklas-Org line C,2012-04-28 10:19:06+00:00,Accepted-Assigned,Niklas,Org line C,1-735185827,Variant 6,6,Fluxicon Disco
6423,Accepted-In Progress,complete,Niklas-Org line C,2012-05-04 05:46:07+00:00,Accepted-In Progress,Niklas,Org line C,1-735185827,Variant 6,6,Fluxicon Disco
6424,Completed-Closed,complete,Niklas-Org line C,2012-05-04 05:48:07+00:00,Completed-Closed,Niklas,Org line C,1-735185827,Variant 6,6,Fluxicon Disco
6425,Accepted-In Progress,complete,Niclas-Org line C,2012-04-29 08:41:28+00:00,Accepted-In Progress,Niclas,Org line C,1-735881798,Variant 13,13,Fluxicon Disco
6426,Accepted-Assigned,complete,Niclas-Org line C,2012-04-29 08:42:46+00:00,Accepted-Assigned,Niclas,Org line C,1-735881798,Variant 13,13,Fluxicon Disco
6427,Accepted-In Progress,complete,Victoria-Org line C,2012-05-23 11:18:57+00:00,Accepted-In Progress,Victoria,Org line C,1-735881798,Variant 13,13,Fluxicon Disco
6428,Accepted-In Progress,complete,Niclas-Org line C,2012-05-23 11:20:38+00:00,Accepted-In Progress,Niclas,Org line C,1-735881798,Variant 13,13,Fluxicon Disco
6429,Completed-Closed,complete,Niclas-Org line C,2012-05-23 11:21:04+00:00,Completed-Closed,Niclas,Org line C,1-735881798,Variant 13,13,Fluxicon Disco
6430,Accepted-In Progress,complete,Praveen-Org line C,2012-04-30 03:27:00+00:00,Accepted-In Progress,Praveen,Org line C,1-736351127,Variant 61,61,Fluxicon Disco
6431,Queued-Awaiting Assignment,complete,Praveen-Org line C,2012-04-30 03:31:22+00:00,Queued-Awaiting Assignment,Praveen,Org line C,1-736351127,Variant 61,61,Fluxicon Disco
6432,Accepted-In Progress,complete,Abhinav-Org line C,2012-04-30 04:13:44+00:00,Accepted-In Progress,Abhinav,Org line C,1-736351127,Variant 61,61,Fluxicon Disco
6433,Queued-Awaiting Assignment,complete,Martin-Org line C,2012-04-30 04:15:21+00:00,Queued-Awaiting Assignment,Martin,Org line C,1-736351127,Variant 61,61,Fluxicon Disco
6434,Accepted-In Progress,complete,Martin-Org line C,2012-04-30 08:34:04+00:00,Accepted-In Progress,Martin,Org line C,1-736351127,Variant 61,61,Fluxicon Disco
6435,Queued-Awaiting Assignment,complete,Rakesh-Org line C,2012-04-30 08:34:14+00:00,Queued-Awaiting Assignment,Rakesh,Org line C,1-736351127,Variant 61,61,Fluxicon Disco
6436,Accepted-In Progress,complete,Tarun-Org line C,2012-04-30 08:36:34+00:00,Accepted-In Progress,Tarun,Org line C,1-736351127,Variant 61,61,Fluxicon Disco
6437,Queued-Awaiting Assignment,complete,Jonas-Org line C,2012-05-07 10:33:07+00:00,Queued-Awaiting Assignment,Jonas,Org line C,1-736351127,Variant 61,61,Fluxicon Disco
6438,Accepted-In Progress,complete,Joakim-Org line C,2012-05-07 11:11:40+00:00,Accepted-In Progress,Joakim,Org line C,1-736351127,Variant 61,61,Fluxicon Disco
6439,Queued-Awaiting Assignment,complete,Rakesh-Org line C,2012-05-07 11:14:50+00:00,Queued-Awaiting Assignment,Rakesh,Org line C,1-736351127,Variant 61,61,Fluxicon Disco
